V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed
0.007575650130822063,protein autophosphorylation,1,1,0.007141291397037456,protein autophosphorylation,1,2,0.00728282024501477,protein autophosphorylation,1,3,0.007254348907636081,protein autophosphorylation,1,4,0.007309352553398379,protein autophosphorylation,1,5
0.0071873332117220945,cellular response to oxygen-containing compound,2,1,0.006507698062416863,positive regulation of cellular process,2,2,0.0072756944399025745,cellular response to oxygen-containing compound,2,3,0.006916006931238057,cellular response to oxygen-containing compound,2,4,0.0066829182716952725,positive regulation of cellular process,2,5
0.006959792101455578,positive regulation of cellular process,3,1,0.006343853532679869,cellular response to oxygen-containing compound,3,2,0.006652436461674086,positive regulation of cellular process,3,3,0.006636305516608233,positive regulation of cellular process,3,4,0.006462190962910351,cellular response to oxygen-containing compound,3,5
0.005841430976678646,positive regulation of MAPK cascade,4,1,0.005619864733153299,positive regulation of MAPK cascade,4,2,0.005525755988760573,peptidyl-serine modification,4,3,0.006193932922633191,positive regulation of MAPK cascade,4,4,0.005732699472936788,positive regulation of MAPK cascade,4,5
0.005479187888595504,cellular response to oxidative stress,5,1,0.005419450827730073,peptidyl-serine modification,5,2,0.0055067851583827125,positive regulation of MAPK cascade,5,3,0.005481231164927934,peptidyl-serine modification,5,4,0.005511361305100622,peptidyl-serine modification,5,5
0.005461981652071525,peptidyl-serine modification,6,1,0.005112272979661729,Fc receptor signaling pathway,6,2,0.0052645513785436575,Fc receptor signaling pathway,6,3,0.005225560383430358,Fc receptor signaling pathway,6,4,0.005256491806887938,Fc receptor signaling pathway,6,5
0.005362271331298008,positive regulation of transferase activity,7,1,0.005074527296294058,cellular response to oxidative stress,7,2,0.00520669017903925,cellular response to oxidative stress,7,3,0.005147113382833751,cellular response to oxidative stress,7,4,0.00517400383475543,cellular response to oxidative stress,7,5
0.005201380235875801,Fc receptor signaling pathway,8,1,0.004946506158664054,negative regulation of cellular process,8,2,0.005041806535211601,positive regulation of transferase activity,8,3,0.005063113216685795,positive regulation of transferase activity,8,4,0.005054109306718119,positive regulation of transferase activity,8,5
0.005192885785398355,ERBB signaling pathway,9,1,0.004939046225799625,positive regulation of protein localization to membrane,9,2,0.004917028171191205,ERBB signaling pathway,9,3,0.004888920468622363,ERBB signaling pathway,9,4,0.004920908563234756,ERBB signaling pathway,9,5
0.0050093877213038115,response to reactive oxygen species,10,1,0.004900705865614776,positive regulation of transferase activity,10,2,0.00472282890701902,response to reactive oxygen species,10,3,0.004670183252183238,response to reactive oxygen species,10,4,0.00470595710497501,response to reactive oxygen species,10,5
